Component,Filename,fileFormat,resourceType,dataType,dataSubtype,assay,individualID,species,sex,age,ageUnit,diagnosis,nf1Genotype,nf2Genotype,tumorType,modelSystemName,organ,comments,parentSpecimenID,specimenID,aliquotID,platform,nucleicAcidSource,specimenPreparationMethod,specimenType,runType,libraryStrand,libraryPrep,libraryPreparationMethod,readPair,readLength,readDepth,targetDepth,batchID,genePerturbed,genePerturbationType,genePerturbationTechnology,experimentalCondition,isCellLine,eTag,fundingAgency,studyId,studyName,initiative,entityId
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016816_SRR31653894_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276293,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-4, part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the role of autophagy.",SAMN45276293,GSM8674123: VEH-5-Day-4,SRR31653894,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653894_VEH-5-Day-4_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-4,No,64714bc4-fe2b-4b8e-80ad-d9dcee583d0f,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647684
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016814_SRR31653896_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276295,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-3, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276295,GSM8674121: VEH-5-Day-3,SRR31653896,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653896_VEH-5-Day-3_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-3,No,be959a3c-292c-46a3-a9a7-e6f07a1d0a56,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647685
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016811_SRR31653899_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276299,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Homo sapiens, sample PDX16-V4, involved in a study on SHP2 inhibition and hydroxychloroquine for NF1-associated MPNSTs. The study aims to understand resistance mechanisms and autophagy's role.",SAMN45276299,GSM8674118: PDX16-V4,SRR31653899,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653899_PDX16-V4_Illumina NovaSeq 6000,SHP2,,,PDX16-V4,No,e4e0e5ee-4b17-43fd-a321-d02bb72e354e,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647686
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016816_SRR31653894_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276293,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-4, part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the role of autophagy.",SAMN45276293,GSM8674123: VEH-5-Day-4,SRR31653894,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653894_VEH-5-Day-4_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-4,No,099dda9b-f27e-41ed-bc32-29810db904f5,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647687
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016818_SRR31653892_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276291,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-2, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276291,GSM8674125: VEH-5-Day-2,SRR31653892,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653892_VEH-5-Day-2_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-2,No,e5d00a60-f20d-4630-bcb2-2847d3cfd220,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647688
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016817_SRR31653893_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276292,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-3, involved in a study on SHP2 inhibition and hydroxychloroquine for NF1-associated MPNSTs. The study aims to understand resistance mechanisms and autophagy's role.",SAMN45276292,GSM8674124: Shp-5-Day-3,SRR31653893,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653893_Shp-5-Day-3_Illumina NovaSeq 6000,SHP2,,,Shp-5-Day-3,No,b348c0fb-70a7-40f6-8b60-ccafd74454d2,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647689
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016814_SRR31653896_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276295,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-3, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276295,GSM8674121: VEH-5-Day-3,SRR31653896,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653896_VEH-5-Day-3_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-3,No,baaea5f1-2741-43e8-86ea-a0e795f12292,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647690
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016815_SRR31653895_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276294,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-4, involved in a study on SHP2 inhibition and hydroxychloroquine for NF1-associated MPNSTs. The study aims to understand resistance mechanisms and autophagy's role.",SAMN45276294,GSM8674122: Shp-21-Day-4,SRR31653895,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653895_Shp-21-Day-4_Illumina NovaSeq 6000,SHP2,,,Shp-21-Day-4,No,c4b01448-8978-4154-8911-560d3702e38e,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647691
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016823_SRR31653887_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276285,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-1, from a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research explores acquired resistance and autophagy pathway activation.",SAMN45276285,GSM8674130: VEH-5-Day-1,SRR31653887,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653887_VEH-5-Day-1_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-1,No,94488414-2f50-4b4d-95a2-4a7cf93901e3,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647692
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016822_SRR31653888_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276286,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-4, part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the role of autophagy.",SAMN45276286,GSM8674129: Shp-5-Day-4,SRR31653888,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653888_Shp-5-Day-4_Illumina NovaSeq 6000,SHP2,,,Shp-5-Day-4,No,ce4395bd-4b61-4075-8ee3-1ce524a3e220,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647693
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016820_SRR31653890_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276288,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-3, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276288,GSM8674127: Shp-21-Day-3,SRR31653890,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653890_Shp-21-Day-3_Illumina NovaSeq 6000,SHP2,,,Shp-21-Day-3,No,1d3413bd-468c-4266-b024-ab5ad723ff3b,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647694
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016818_SRR31653892_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276291,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-2, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276291,GSM8674125: VEH-5-Day-2,SRR31653892,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653892_VEH-5-Day-2_Illumina NovaSeq 6000,SHP2,,,VEH-5-Day-2,No,e36f69a7-d7fd-4034-968c-6179f119f4ab,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647695
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016817_SRR31653893_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276292,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-3, involved in a study on SHP2 inhibition and hydroxychloroquine for NF1-associated MPNSTs. The study aims to understand resistance mechanisms and autophagy's role.",SAMN45276292,GSM8674124: Shp-5-Day-3,SRR31653893,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653893_Shp-5-Day-3_Illumina NovaSeq 6000,SHP2,,,Shp-5-Day-3,No,f0a37f71-062a-4661-a69a-9e0c83668d6b,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647696
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016819_SRR31653891_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276290,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-1, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276290,GSM8674126: Shp-5-Day-1,SRR31653891,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653891_Shp-5-Day-1_Illumina NovaSeq 6000,SHP2,,,Shp-5-Day-1,No,e2b2c709-f45f-4345-a561-ec5bbbc12019,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647697
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016820_SRR31653890_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276288,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-3, from a study exploring SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The research focuses on acquired resistance and autophagy pathway activation.",SAMN45276288,GSM8674127: Shp-21-Day-3,SRR31653890,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653890_Shp-21-Day-3_Illumina NovaSeq 6000,SHP2,,,Shp-21-Day-3,No,35a9b6b5-7758-473b-91a6-fdbc76072d4b,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647698
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016826_SRR31653884_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276281,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-6, part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the role of autophagy.",SAMN45276281,GSM8674133: Shp-21-Day-6,SRR31653884,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653884_Shp-21-Day-6_Illumina NovaSeq 6000,SHP2,,,Shp-21-Day-6,No,3437ff7a-b614-4e05-a5a3-ba8ea9ce6b5f,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647699
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016825_SRR31653885_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276283,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674132: Shp-5-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276283,GSM8674132: Shp-5-Day-2,SRR31653885_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653885_Shp-5-Day-2,SHP2,,,Shp-5-Day-2,No,26eed92c-9a4e-4007-9bf2-37ce13ae32cb,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647700
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016826_SRR31653884_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276281,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674133: Shp-21-Day-6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276281,GSM8674133: Shp-21-Day-6,SRR31653884_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653884_Shp-21-Day-6,SHP2,,,Shp-21-Day-6,No,cf5ed2b0-e0d0-4b72-b81c-00da258fc5c8,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647701
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016824_SRR31653886_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276284,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674131: Shp-21-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276284,GSM8674131: Shp-21-Day-2,SRR31653886_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653886_Shp-21-Day-2,SHP2,,,Shp-21-Day-2,No,b6c61622-6130-4c88-9973-8121a192893d,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647702
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016824_SRR31653886_1.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276284,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674131: Shp-21-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276284,GSM8674131: Shp-21-Day-2,SRR31653886_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653886_Shp-21-Day-2,SHP2,,,Shp-21-Day-2,No,96ba165c-6ef4-444b-be45-3922256051f0,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647703
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016825_SRR31653885_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276283,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674132: Shp-5-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276283,GSM8674132: Shp-5-Day-2,SRR31653885_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653885_Shp-5-Day-2,SHP2,,,Shp-5-Day-2,No,a337eb3f-c307-4fb9-aa07-703977a7154b,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647709
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/md5/SRX27016822_SRR31653888_2.fastq.gz.md5,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276286,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674129: Shp-5-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276286,GSM8674129: Shp-5-Day-4,SRR31653888_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653888_Shp-5-Day-4,SHP2,,,Shp-5-Day-4,No,81ec367a-8d04-4da2-814c-51a4e30c4ceb,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647710
